address,votingPower,tokensOwned,blockNumber,previousBalance,newBalance,difference,delegator,fromDelegate,toDelegate,transferFrom,transferTo
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,11049090,0,15000000000000000000000000,15000000000000000000000000,0x7E88Dc82B0A9EE4DC04Abf88c7C449804DF3F375,0x0000000000000000000000000000000000000000,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,,
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,11975667,15000000000000000000000000,0,-15000000000000000000000000,,,,0x7E88Dc82B0A9EE4DC04Abf88c7C449804DF3F375,0x7D325A9C8F10758188641FE91cFD902499edC782
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,11981226,0,15000000000000000000000000,15000000000000000000000000,0x7D325A9C8F10758188641FE91cFD902499edC782,0x0000000000000000000000000000000000000000,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,,
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12533349,15000000000000000000000000,15000000948950000000000000,948950000000000000,0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,,
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12536054,15000000948950000000000000,15000000000000000000000000,-948950000000000000,0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,,
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12542705,15000000000000000000000000,15002440046620871405366947,2440046620871405366947,0x045E2a9Db6cA319F6B667813C6088067Eb52851E,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,,
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12545326,15002440046620871405366947,15000000000000000000000000,-2440046620871405366947,,,,0x045E2a9Db6cA319F6B667813C6088067Eb52851E,0xd3d2E2692501A5c9Ca623199D38826e513033a17
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12572677,15000000000000000000000000,15000001000000000000000000,1000000000000000000,0x4e1325EB895FBfE4E3C2E3194a3d57B8D6C7c7DC,0x0000000000000000000000000000000000000000,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,,
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12607200,15000001000000000000000000,15003000953900000000000000,2999953900000000000000,,,,0xb739D0895772DBB71A89A3754A160269068f0D45,0x045E2a9Db6cA319F6B667813C6088067Eb52851E
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12607466,15003000953900000000000000,15000001000000000000000000,-2999953900000000000000,,,,0x045E2a9Db6cA319F6B667813C6088067Eb52851E,0xD02F079d647F4f0Ca1f67584cA097a50b5d7FD73
0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,15001421735904700536582403,0,12624271,15000001000000000000000000,15000004000508944860000000,3000508944860000000,0x14987ba7B4dFdADBDE5C4b43089e0c47110CbD97,0x14987ba7B4dFdADBDE5C4b43089e0c47110CbD97,0x2B1Ad6184a6B0fac06bD225ed37C2AbC04415fF4,,
